nom,type,adresse,telephone,site_web,lat,lng,email_contact,statut,notes
La Flamme D'Or,restaurant,31 Boulevard de la Madeleine Nice,,,43.6958696,7.2420492,,,OSM
La Flara,restaurant,Nice,+33 6 58 31 16 70,https://www.laflara.fr,43.7003021,7.2855466,,,OSM
La Fontaine,restaurant,Nice,,,43.6978449,7.2672871,,,OSM
La Frégate,restaurant,Nice,,,43.6903569,7.3330244,,,OSM
La Friterie,restaurant,2 Rue Cros de Capeu Nice,,https://www.la-friterie-c-est-arrive-pres-de-chez-vous.fr,43.7095696,7.2552442,,,OSM
La Fromagerie,restaurant,Nice,,,43.6997962,7.285076,,,OSM
La gaîté nallino,restaurant,72 Avenue Cap de Croix Nice,+33 4 93 81 91 86,http://lagaitenallino.fr/,43.7327655,7.2763094,,,OSM
La Gauloise,restaurant,Nice,+33 4 93 62 07 90,https://www.restaurant-lagauloise.fr,43.7089625,7.2629136,,,OSM
La Gazette Café,bar,Nice,,,43.7149283,7.2616668,,,OSM
La Goelette,restaurant,Nice,+33 9 81 32 47 50,https://lagoelette-saintjeancapferrat.fr/,43.6965824,7.2862315,,,OSM
La Goulette,restaurant,Nice,+33 4 93 86 99 34,,43.7035843,7.256002,,,OSM
La Gourmandise,restaurant,Nice,,,43.6570374,7.1827733,,,OSM
La Grande Bleue,restaurant,Nice,,,43.702552,7.2645958,,,OSM
La Grande Brune,restaurant,Nice,,,43.6950891,7.2639728,,,OSM
La Grenade,restaurant,6 bis Avenue Durante Nice,,,43.7021149,7.2627032,,,OSM
La Grignotière,restaurant,Nice,,https://www.la-grignotiere-restaurant-villefranche-sur-mer.com/,43.7034005,7.3112324,,,OSM
La Grillade Niçoise,restaurant,Nice,,,43.7074683,7.2840839,,,OSM
La Hacienda Coffee Shop,bar,2 Boulevard Gambetta 06000 Nice,,,43.6944356,7.2564644,,,OSM
La halte de Gairaut,restaurant,141 Avenue de Gairaut 06100 Nice,+33493844305,https://lahaltedegairaut.fr,43.7341032,7.2618409,,,OSM
La Langouste,restaurant,Nice,+33 4 93 88 79 23,https://lalangouste.fr,43.7020124,7.2655251,,,OSM
La Locanda,restaurant,16 Rue Robert Schuman 06000 Nice,+33 4 93 18 92 31,https://www.la-locanda-restaurant-nice.com/,43.698227,7.2470815,,,OSM
La Lupita,restaurant,Nice,,,43.6968394,7.2744312,,,OSM
La Maison de L'Entrecôte,restaurant,Nice,,,43.6572082,7.1837737,,,OSM
La Maison de Marie,restaurant,Nice,,https://www.lamaisondemarie.com/,43.6975273,7.2687006,,,OSM
La Maison Libanaise,restaurant,Nice,,,43.708402,7.2611232,,,OSM
La Maison WM,restaurant,18 bis Rue Pertinax Nice,,https://wmnice06.wixsite.com/website,43.7056245,7.267672,,,OSM
La Marsa,restaurant,Nice,,,43.6951103,7.2564449,,,OSM
La Mascotte,bar,Nice,,,43.6871487,7.2377944,,,OSM
La Matta,restaurant,Nice,,,43.6959719,7.273498,,,OSM
La Melina,restaurant,Nice,,,43.7070516,7.283375,,,OSM
La Mère Germaine,restaurant,7;9 Quai de l'Amiral Courbet 06230 Villefranche-sur-Mer,+33 4 93 01 71 39,,43.7036914,7.3121706,,,OSM
La Merenda,restaurant,Nice,,https://lamerenda.net/,43.6964898,7.2731012,,,OSM
La Mousson,restaurant,Nice,,,43.6579848,7.188416,,,OSM
La Nice Etoilée,restaurant,Nice,,,43.6932554,7.2464223,,,OSM
La P'tite Cocotte,restaurant,Nice,,https://www.la-ptitecocotte-nice.com/,43.6991679,7.27896,,,OSM
La P'tite Famille,bar,15 Rue de l'Hôtel des Postes Nice,,,43.7007507,7.2743721,,,OSM
La Pairolière,restaurant,Nice,,,43.6996057,7.2787669,,,OSM
La Peche à la Vigne,restaurant,Nice,+33 4 93311745,https://lapechealavigne.com/,43.6995911,7.2828536,,,OSM
La Pétanque,restaurant,Nice,,,43.6977471,7.3065912,,,OSM
La Petite Maison,restaurant,Nice,+33 4 93 92 59 59,,43.6958155,7.2708314,,,OSM
La Pignata,restaurant,242 Avenue de Fabron Nice,,https://lapignata-nice.zenchef.com/,43.6909134,7.2137077,,,OSM
La Pignatiera,restaurant,Nice,+33 4 93 62 01 82,,43.7099468,7.2637779,,,OSM
La Pizza Cresci,restaurant,Nice,+33 4 93 87 70 29,https://www.pizza-cresci-nice.com,43.6969703,7.2652916,,,OSM
La Pizza Sale e Pepe,restaurant,Nice,,,43.702254,7.2733938,,,OSM
La Pizze,restaurant,Nice,,,43.7033561,7.3109346,,,OSM
La plage,restaurant,Nice,,https://www.hotel-negresco-nice.com/en/LE-NEGRESCO-BEACH,43.6650495,7.2131096,,,OSM
La Planxa,restaurant,28 Rue d'Angleterre Nice,+33986794344,https://www.laplanxa.fr/,43.7050136,7.2648194,,,OSM
La Popote d'Ondine,bar,Nice,,https://lapopotedondine.com,43.6985119,7.2686594,,,OSM
La Popote d'Ondine,restaurant,Nice,,,43.6996248,7.2709089,,,OSM
La Praria,restaurant,21 Promenade des Marinières 06230 Villefranche-sur-Mer,+33 6 46 87 65 99,https://la-praia.metro.bar/?lang=fr,43.7065804,7.3172781,,,OSM
La Récréation Champêtre,restaurant,Nice,,,43.7584515,7.3404178,,,OSM
La Régence,bar,2 Avenue Maréchal Foch Nice,,,43.7027844,7.3085362,,,OSM
La Réserve,restaurant,60 Boulevard Franck Pilatte 06300 Nice,+33 4 93 01 00 01,https://www.lareservedenice.fr/fr/,43.6916564,7.2912817,,,OSM
La Riviera,restaurant,Nice,,,43.6970057,7.2657837,,,OSM
La Ronronnerie,bar,4 Rue de Lépante 06000 Nice,+33 9 51 51 26 50,https://www.laronronnerie.fr/,43.7030793,7.2708129,,,OSM
La Rossettisserie,restaurant,Nice,,https://www.larossettisserie.com/,43.6975249,7.2764159,,,OSM
La Rosticceria,restaurant,Nice,,,43.7004585,7.2852507,,,OSM
La Rotonde,restaurant,Nice,+33 4 93 16 64 00,https://www.hotel-negresco-nice.com/en/restaurants/rotonde-brasserie,43.6943991,7.2577595,,,OSM
La Route du Miam,restaurant,1 Rue Molière 06100 Nice,+33616363322,,43.7129847,7.2614073,,,OSM
La Shounga,bar,Nice,,https://bar-shounga-nice.fr/,43.6936735,7.28198,,,OSM
La Socca,restaurant,Nice,,,43.6805725,7.2307529,,,OSM
La Storia,restaurant,Nice,+33 4 93 80 95 07,https://www.lastorianice.com/,43.6956816,7.2760566,,,OSM
"La Table ""à"" Julie",restaurant,Nice,+33 4 92 04 43 50,https://www.la-table-a-julie-restaurant-nice.com/,43.7033672,7.2884777,,,OSM
La Table Alziari,restaurant,Nice,,,43.6995184,7.2790673,,,OSM
La Table de Brice,restaurant,16 Rue Delille Nice,,,43.7017431,7.2759338,,,OSM
La table de Mamane,restaurant,Nice,,https://www.latabledemamane.fr/,43.7090128,7.2642921,,,OSM
La Table du Maroc,restaurant,Nice,,,43.7026933,7.2655661,,,OSM
La Tapenade,restaurant,Nice,,,43.6964242,7.2759913,,,OSM
La Tartane,restaurant,Nice,,https://latartane.eatbu.com,43.6963516,7.2867029,,,OSM
La Tarte Tropézienne,bar,Nice,,https://www.latartetropezienne.fr/magasins-details?magasin=26,43.6652179,7.2115139,,,OSM
La Taverna du 9,restaurant,Nice,,,43.6989632,7.2709762,,,OSM
La Tavola,restaurant,11 Rue du Poilu Nice,,,43.7036855,7.3115408,,,OSM
La Terrasse,restaurant,Nice,+33 4 93 01 35 10,https://www.laterrasse-nice.com/,43.6952104,7.2657904,,,OSM
La Tonnelle,restaurant,Nice,,https://la-tonnelle.eatbu.com,43.7048227,7.2559614,,,OSM
La Tour,bar,4 Rue des Combattants d'Afrique du Nord Nice,,,43.7059192,7.2597874,,,OSM
La Trattoria,restaurant,37 Rue de France Nice,,https://latrattoria-nice.fr/fr,43.6958736,7.2617319,,,OSM
La Treille,restaurant,Nice,,,43.6993279,7.2790781,,,OSM
La Trinquette,restaurant,30 Avenue du Général de Gaulle 06230 Villefranche-sur-Mer,,https://www.restaurant-trinquette-villefranche.com/,43.699802,7.3087182,,,OSM
La Vague,restaurant,Nice,,https://lavaguenice.fr,43.6967078,7.2618255,,,OSM
La Vela,restaurant,58 Promenade des Anglais 06000 Nice,+33 4 93 57 17 95,http://www.lavela-plage.com,43.6922836,7.2515065,,,OSM
La Veranda,restaurant,Nice,,https://www.fourseasons.com/capferrat/dining/restaurants/la_veranda/,43.6770543,7.331864,,,OSM
La Verrière,restaurant,Nice,,,43.7078582,7.2631779,,,OSM
La Vieille Crêpe,restaurant,Nice,+33 4 93 85 05 24,http://www.lavieillecrepe.com/,43.6966037,7.2763167,,,OSM
La Vigna,restaurant,Nice,,https://www.restaurant-la-vigna.com/,43.6981256,7.2866038,,,OSM
La Villa d'Este,restaurant,Nice,,https://www.villadeste-nice.com,43.697796,7.2679444,,,OSM
La Villa Massenet,restaurant,Nice,,https://www.la-villa-massenet-restaurant-nice.com/,43.6963274,7.2642159,,,OSM
La Virgule,bar,Nice,,,43.7199831,7.262118,,,OSM
La Voglia,restaurant,Nice,+33 4 93 80 99 16,https://www.lavoglia.com/,43.6956094,7.2733957,,,OSM
Labottega,restaurant,Nice,,,43.7059801,7.2656918,,,OSM
Lalqila,restaurant,7 Boulevard Carnot Nice,,,43.6983254,7.2874297,,,OSM
Lao Vientiane,restaurant,Nice,+33 4 93 82 19 10,https://laovientiane.fr/,43.6972847,7.26252,,,OSM
Lao Viet,restaurant,Nice,+33 4 93 55 01 86,,43.7022108,7.2646623,,,OSM
Lavomatique,restaurant,Nice,,https://lavomatique-restaurant.business.site/,43.6975472,7.2761753,,,OSM
Lazzarini,bar,Nice,,,43.6977991,7.2615871,,,OSM
Le 115,bar,48 Avenue Alfred Borriglione Nice,,,43.7152678,7.2616382,,,OSM
Le 17,bar,Nice,,,43.7078795,7.2630103,,,OSM
Le 34,bar,Nice,,,43.6968985,7.2651668,,,OSM
Le 36 Bonap,restaurant,Nice,,,43.7004706,7.2850921,,,OSM
Le 3e,restaurant,Nice,+33 4 92 14 76 00,https://www.le-3e-bar-restaurant-nice.com,43.6952298,7.2629982,,,OSM
Le 5 Amour,restaurant,Nice,,,43.707865,7.2636053,,,OSM
Le Bam chez Agnes,restaurant,4 Rue Martin Seytour Nice,,,43.7004198,7.2824833,,,OSM
Le Banthai,restaurant,Nice,,https://lebanthai.fr/,43.6970382,7.2771455,,,OSM
Le Bar,bar,Nice,+33 4 9376 5050,https://www.hotel-negresco-nice.com/fr/les-restaurants/le-bar,43.6946784,7.2583717,,,OSM
Le Bar des Oiseaux,restaurant,Nice,+33 4 93 80 27 33,,43.6969354,7.2749341,,,OSM
Le Bar du Coin,restaurant,Nice,,,43.6982791,7.2777497,,,OSM
Le Barachois,restaurant,Nice,+33 4 83 39 61 65,https://fr-fr.facebook.com/pg/Le-Barachois-Nice-457759737720367/,43.7012671,7.2569882,,,OSM
Le Barbecue,restaurant,Nice,+33 4 93 53 02 59,,43.6988396,7.2786543,,,OSM
Le Bard'O,restaurant,Nice,,https://www.le-bardo.com/,43.6950796,7.2830439,,,OSM
Le Bateleur,restaurant,Nice,+33 4 93 81 36 83,https://www.lebateleur.com/,43.695384,7.2758539,,,OSM
Le Bavastro,restaurant,Nice,+33 9 73 55 58 03,https://lebavastro.com/,43.7007445,7.285405,,,OSM
Le Beaumont,bar,Nice,,,43.7041192,7.283969,,,OSM
Le Bedouin - Chez Michel,restaurant,Nice,+33493852970,,43.7028284,7.2688697,,,OSM
Le Biscarra,restaurant,18 Rue Biscarra Nice,+33 4 93 85 18 24,,43.7026434,7.2683206,,,OSM
Le Bistro de l'étoile,restaurant,2 Place Charles II d'Anjou 06230 Villefranche-sur-Mer,+33493162423,,43.7040571,7.3101902,,,OSM
Le Bistro du Port,restaurant,Nice,,https://le-bistrot-du-port-nice.eatbu.com,43.6947469,7.2829325,,,OSM
Le Bistronome,restaurant,11 Avenue du Ray 06100 Nice,+33981483285,,43.7211534,7.2606289,,,OSM
Le Bistrot d'Antoine,restaurant,Nice,+33 4 93 85 29 57,,43.6963914,7.2761835,,,OSM
Le Bistrot de Jeff,restaurant,26 Rue Alberti Nice,,https://www.lebistrotdejeffnice.com,43.7006174,7.2714304,,,OSM
Le Bistrot des Docks,restaurant,Nice,,,43.7102806,7.2624642,,,OSM
Le Bistrot des Serruriers,restaurant,Nice,,,43.6973635,7.2783076,,,OSM
Le Blue,bar,9 Rue Jean-Baptiste Spinetta Nice,,,43.6966919,7.2520351,,,OSM
Le Bocal,restaurant,Nice,+33 4 93 53 05 91,,43.6991284,7.2720793,,,OSM
Le Bombay Palace,restaurant,Nice,+33 4 93 56 12 20,https://www.lebombaypalace.fr/,43.6945488,7.2828662,,,OSM
Le Bonjour,restaurant,Nice,,,43.7097456,7.2612751,,,OSM
Le Boréal,restaurant,Nice,,,43.7074875,7.262853,,,OSM
Le Borghese,restaurant,Nice,,,43.6993111,7.2851297,,,OSM
Le Bouchon,restaurant,34 Rue Monseigneur Alfred Daumas 06300 Nice,+33 6 95 21 22 19,https://www.lebouchonnice.fr,43.711694,7.2909991,,,OSM
Le Boudoir,restaurant,Nice,,https://leboudoirnice.fr,43.6989236,7.2712058,,,OSM
Le Brungill,bar,Nice,,,43.7025933,7.2888974,,,OSM
Le Buggy,restaurant,6 Avenue Durante Nice,,,43.7019307,7.2627072,,,OSM
Le Cadillac,restaurant,Nice,,,43.6888196,7.3340953,,,OSM
Le café des Chineurs,bar,Nice,+33 4 93 56 84 79,https://www.le-g-chineurs.com/en/restaurant,43.7005628,7.2813556,,,OSM
Le Café des Jardins,bar,Nice,,,43.6969873,7.2728328,,,OSM
Le Café du Pin,bar,Nice,,,43.7006479,7.2822493,,,OSM
Le Café du Port,bar,Nice,,,43.6951832,7.2830786,,,OSM
Le Calypso,restaurant,Nice,,,43.7029475,7.3118284,,,OSM
Le Canon,restaurant,Nice,,https://www.lecanon.fr/,43.6970513,7.2603512,,,OSM
Le Cap,restaurant,Nice,+33 4 9376 5050,https://www.fourseasons.com/capferrat/dining/restaurants/le_cap/,43.6767533,7.3314763,,,OSM
Le Carino,restaurant,12 Avenue Notre-Dame Nice,,,43.7044931,7.2691626,,,OSM
Le Carnot,bar,Nice,,,43.6983563,7.2873331,,,OSM
Le Carras,restaurant,Nice,,,43.6810615,7.2306223,,,OSM
Le Cassini,bar,Nice,,,43.6988304,7.2836597,,,OSM
Le Cèdre,restaurant,Nice,+33493267550,https://www.restaurantlecedre-nice.fr/,43.7069548,7.2830785,,,OSM
Le Cenac,restaurant,18 bis Rue Biscarra Nice,+33 4 93 92 46 93,http://lecenac.fr,43.7025558,7.268056,,,OSM
Le Central,restaurant,2 Rue de Suisse Nice,+33 4 93 62 44 25,https://lecentral-nice.com/,43.7035529,7.2656523,,,OSM
Le Cessole,restaurant,101 Boulevard de Cessole 06100 Nice,+33 4 93 84 62 25,https://www.brasserielecessole.com,43.7201356,7.2514778,,,OSM
Le Chantecler,restaurant,Nice,,https://www.hotel-negresco-nice.com/les-restaurants/le-chantecler/,43.6944586,7.2580822,,,OSM
Le Clin d'oeil,restaurant,Nice,,https://leclindoeil-restaurant.com/,43.6981096,7.2716215,,,OSM
Le clip,bar,2 Avenue Sainte-Marguerite Nice,,,43.6773156,7.2258796,,,OSM
Le Clocher,restaurant,Nice,,,43.6973727,7.2760998,,,OSM
Le Cocodile,restaurant,Nice,,,43.693877,7.2557502,,,OSM
Le Coffee,restaurant,Nice,+33 4 93 44 38 08,https://le-coffee-restaurant-pizzeria.business.site,43.6919113,7.2469331,,,OSM
Le Cosmo,restaurant,11 Place Amélie-Pollonais Nice,,,43.7031814,7.3115199,,,OSM
Le Couloir,bar,1 Rue Alberti Nice,,https://lecouloir-nice.fr/,43.6982317,7.2725804,,,OSM
Le Country Store,bar,Nice,,https://www.lecountrystore.com,43.6993523,7.27119,,,OSM
Le Croque Bedaine Nice,bar,22 Avenue Saint-Jean-Baptiste Nice,+33 4 23 20 57 47,https://www.privateaser.com/lieu/44960-le-croque-bedaine,43.7012093,7.2775412,,,OSM
Le Curry,restaurant,Nice,+33 4 97 07 17 73,https://www.lecurry-nice.com/,43.6954249,7.2550415,,,OSM
Le Dabray,bar,Nice,,,43.7060459,7.2575288,,,OSM
Le Daily-Ric,restaurant,Nice,,,43.6993671,7.2705379,,,OSM
Le Daily-Ric,bar,Nice,,,43.6959366,7.2606616,,,OSM
Le Diamant Bar,bar,Nice,,,43.7039895,7.2794904,,,OSM
Le Diapason,bar,6 Rue Escoffier Nice,,,43.7204972,7.292394,,,OSM
Le dix vin,bar,Nice,,,43.6571749,7.1834354,,,OSM
Le Domino,bar,38 Rue de Lépante Nice,,,43.7069149,7.2683868,,,OSM
Le Duc,restaurant,Nice,+33 4 92 14 86 85,https://westminster-nice.com/fr/page/restaurant-le-duc-hotel-restaurant-nice.21432.html,43.6947997,7.2606522,,,OSM
Le Eleven,restaurant,Nice,+33 4 83 55 17 49,,43.7043424,7.2887644,,,OSM
Le Fabuleux Destin,restaurant,Quai du Ponant 06310 Beaulieu-sur-Mer,+33 4 93 01 13 23,,43.7098463,7.3355187,,,OSM
Le faubourg Montmartre,restaurant,32 Rue Pertinax Nice,,,43.7049766,7.2658139,,,OSM
Le Felix Faure,restaurant,Nice,+33 4 93 62 25 53,https://lefelixfaure.fr/,43.6980921,7.2723417,,,OSM
Le Figuier,restaurant,51 Rue de Roquebillière 06300 Nice,+33 4 97 19 06 47,https://lefiguiernice.fr/,43.7103749,7.2881407,,,OSM
Le First Restaurant,restaurant,455 Promenade des Anglais Nice,+33 4 93 18 05 13,https://lefirstrestaurant.fr/,43.66842,7.2143328,,,OSM
Le Flore,restaurant,Nice,+33 4 93 85 72 55,,43.6957989,7.2746085,,,OSM
Le Fonétic,restaurant,107 Boulevard de Cessole 06100 Nice,+33 4 92 07 04 71,https://www.lefonetic.com/,43.7206905,7.2512764,,,OSM
Le France,bar,Nice,,,43.6946317,7.253889,,,OSM
Le Frenchie,restaurant,Nice,+33 4 22 16 01 13,,43.7042265,7.2843329,,,OSM
Le Frog,restaurant,Nice,,https://www.le-frog-restaurant-nice.com/,43.6955026,7.2721772,,,OSM
Le Gaglio,restaurant,Nice,,https://www.legaglio.com,43.6991875,7.2778287,,,OSM
Le galet,restaurant,3 Promenade des Anglais 06000 Nice,+33 4 93 88 17 23,https://www.galet-plage.com,43.6946388,7.2660282,,,OSM
Le Gallia,bar,39 Route de Turin 06300 Nice,,,43.7111698,7.2847711,,,OSM
Le Gambetta,restaurant,Nice,,https://brasserielegambetta.fr,43.7099994,7.261526,,,OSM
Le Garçons,restaurant,Villefranche-sur-Mer,,,43.7039017,7.3117573,,,OSM
Le Garden Grill,restaurant,Nice,,https://garden-grill.fr/,43.6962915,7.2645184,,,OSM
Le Garibaldi,restaurant,Nice,,https://legaribaldi-nice.fr/fr,43.7009204,7.2810539,,,OSM
Le Garnier,restaurant,Nice,,https://legarnier.com,43.7101905,7.2561789,,,OSM
Le Gaulois,bar,Nice,,,43.7079886,7.2842077,,,OSM
Le Gioffredo,restaurant,Nice,,,43.6987174,7.2713164,,,OSM
Le Glam,bar,Nice,,https://www.leglamnice.com/,43.6994153,7.2663998,,,OSM
Le Golden,restaurant,Nice,,https://www.casinosbarriere.com/fr/nice/le-golden-restaurant.html,43.6953587,7.2658159,,,OSM
Le Goût des Crêpes,restaurant,Nice,,https://restaurants-de-france.fr/fr/le-gout-des-crepes-nice-2155592.html,43.702883,7.2709325,,,OSM
Le Grain de Café,bar,Nice,+33 4 93 85 71 07,,43.6986508,7.2745654,,,OSM
Le Grand Aigle,restaurant,14 Avenue François Mitterrand 06300 Nice,+33 4 92 04 13 31,,43.7098011,7.2866307,,,OSM
Le Grand Balcon,restaurant,Nice,+33 4 93 62 60 74,https://www.le-grand-balcon-restaurant-nice.com/,43.6956566,7.2719784,,,OSM
Le Grand Cafe de France,restaurant,Nice,,https://legrandcafedefrance.fr,43.6992549,7.2686614,,,OSM
Le Grand Café de Lyon,bar,Nice,+33493881317,https://grandcafedelyon.eatbu.com,43.702385,7.266637,,,OSM
Le Grand Chelem,restaurant,63 Boulevard Gorbella Nice,+33 4 93 86 05 31,https://le-grand-chelem-restaurant-nice.eatbu.com,43.7234232,7.2558629,,,OSM
Le Grec Imperial,restaurant,25 Avenue de Pessicart Nice,,https://legrecimperial.com/,43.7089029,7.2524661,,,OSM
Le Havanitos,bar,57 Boulevard René Cassin Nice,,,43.6711062,7.2227839,,,OSM
Le Hublot,salle,16 Rue de Roquebillière 06300 Nice,+33 4 93 31 33 72,https://www.lehublot.net/,43.714229,7.288969,,,OSM
Le Kalice,bar,Nice,,,43.69735,7.2762414,,,OSM
Le Kashmir,restaurant,Nice,+33 4 92 27 04 15,,43.6573782,7.1854832,,,OSM
Le Kawa,bar,23 Rue de Belgique Nice,,,43.7039853,7.2622394,,,OSM
Le Keter,restaurant,Nice,+33 4 93 76 02 87,https://keternice.fr/,43.7017754,7.2605103,,,OSM
Le Ketje,bar,Nice,,,43.7028492,7.2850518,,,OSM
Le Khelcom,restaurant,Nice,+33 9 82 25 70 20,https://www.khelcom.fr/,43.7079243,7.2626826,,,OSM
Le Kiff,restaurant,Nice,,,43.7065435,7.2874622,,,OSM
Le Latitude,bar,Nice,,https://www.barlatitude.fr,43.6953287,7.2659996,,,OSM
Le Léopard,restaurant,Nice,,https://restoleopard.fr,43.7048021,7.2638579,,,OSM
Le Leviathan,restaurant,29 Boulevard Raimbaldi Nice,,,43.7061039,7.2660392,,,OSM
Le Liber'tea,restaurant,Nice,,https://www.lelibertea.com/,43.6980223,7.2672307,,,OSM
Le Libey,restaurant,Nice,,,43.709988,7.2589052,,,OSM
Le Local,restaurant,Nice,+33 4 93 14 08 29,,43.698974,7.2855711,,,OSM
Le Lodge,restaurant,Nice,+33 4 93 88 41 89,https://www.lelodgenice.fr,43.6963502,7.2652521,,,OSM
Le Lotus,restaurant,Nice,,,43.7017642,7.2605841,,,OSM
Le Lounge,bar,Nice,,,43.7028654,7.3087186,,,OSM
Le Lunel,restaurant,Nice,,,43.6958983,7.2832603,,,OSM
Le Magenta,restaurant,Nice,,https://lemagentanice.fr/fr,43.6976604,7.2669314,,,OSM
Le Magnan,restaurant,Nice,+33 4 93 86 55 65,https://www.lemagnan-brasserie.fr/,43.6911019,7.244813,,,OSM
Le Mahou,restaurant,Nice,,,43.7045845,7.2815675,,,OSM
Le Mandarin,restaurant,Nice,+33 4 93 88 57 88,,43.6965408,7.2618628,,,OSM
Le Maquis,restaurant,Nice,+33 4 93 91 35 44,https://www.lemaquisnice.fr/,43.6967062,7.2755302,,,OSM
Le Maya,bar,Nice,+33 4 93 88 11 33,,43.707269,7.2606872,,,OSM
Le Mayssa,restaurant,Place wilson 06230 Nice,+33 4 93 01 75 08,https://www.mayssabeach.fr/,43.7024273,7.3121915,,,OSM
Le Mekong,restaurant,7 Rue de l'Église Nice,,,43.7036894,7.3112807,,,OSM
Le Mesclun,restaurant,Nice,+33 4 93 83 81 21,https://www.le-mesclun-nice.com/,43.6805299,7.2306966,,,OSM
Le Millésisme,restaurant,Nice,+33 4 93 56 00 13,https://www.restaurant-millesime.fr/,43.7038457,7.2836001,,,OSM
Le Montalbano,restaurant,21 Rue Delille Nice,,,43.7021114,7.2744182,,,OSM
Le Mood,restaurant,136 Quai La Perouse Nice,,,43.6573201,7.1848992,,,OSM
Le Moon Bar,bar,Nice,,https://hotel-aston.com/restaurant-sur-le-toit/,43.6980718,7.2722492,,,OSM
Le Mozart,restaurant,Nice,,,43.7002311,7.2621289,,,OSM
Le My,restaurant,16 Rue Foncet Nice,,https://www.le-my.com/,43.7014638,7.2731034,,,OSM
Le Napoléon,restaurant,Nice,,,43.7014818,7.279854,,,OSM
Le Narval,bar,Nice,,,43.7021726,7.2733368,,,OSM
Le Nautic,bar,Nice,,,43.710222,7.2605375,,,OSM
Le Nemrod,bar,1 Avenue Giacobi 06300 Nice,,,43.7111295,7.2917809,,,OSM
Le Nirvana,bar,6 Rue Gioffredo Nice,,,43.7026089,7.2766694,,,OSM
Le Nubuck,restaurant,18 Rue Assalit Nice,,https://www.nubuck06.fr/,43.7061451,7.2674641,,,OSM
Le P'tit Chez Nous,restaurant,Nice,,,43.6978778,7.2645432,,,OSM
Le P'tit Resto,restaurant,Nice,,https://www.le-ptit-resto-nice.com/,43.6965995,7.2765025,,,OSM
Le Pacific,restaurant,Nice,,,43.7089068,7.2629424,,,OSM
Le Palacio,restaurant,Nice,,,43.7033423,7.27066,,,OSM
Le Panama,restaurant,Nice,,https://www.lepanama-nice.com/,43.7003322,7.2807497,,,OSM
Le Panier,restaurant,Nice,+33489971437,https://www.restaurantlepanier.com/,43.6958141,7.2767095,,,OSM
Le Paradis du fruit,bar,Nice,,https://restaurants.leparadisdufruit.fr/nice-promenade-des-anglais/,43.6950789,7.2646204,,,OSM
Le Paradis Marin,restaurant,Nice,,,43.6571325,7.1831903,,,OSM
Le Pass'Port,restaurant,Nice,+33 4 89 92 94 67,https://lepassportnice.com/,43.6954664,7.2859606,,,OSM
Le Passage,bar,3 Boulevard Carlone Nice,,,43.6934375,7.2428145,,,OSM
Le Patio,restaurant,Nice,,https://www.hotel-la-perouse.com/restaurant-bar-terrasse/,43.693913,7.279416,,,OSM
Le Pellegrini,restaurant,Nice,,,43.7033251,7.282243,,,OSM
Le Petit Beefbar,restaurant,Nice,,https://beefbar.com/petit-beefbar-nice/,43.6957999,7.2704186,,,OSM
Le Petit Bouchon,restaurant,Nice,,,43.6934587,7.251163,,,OSM
Le Petit Café de France,restaurant,Nice,,,43.69641,7.2639655,,,OSM
Le Petit Lascaris,restaurant,Nice,+33 4 93 62 93 60,,43.6981657,7.2775691,,,OSM
Le Petit Palais,restaurant,Nice,+33 4 89 74 78 46,,43.6970241,7.2735849,,,OSM
Le Plaisance,restaurant,Nice,,,43.6559389,7.1800516,,,OSM
Le Plongeoir,restaurant,60 Boulevard Franck Pilatte 06300 Nice,+33 4 93 26 53 02,https://www.leplongeoir.com/,43.691911,7.2908742,,,OSM
Le Poppy,restaurant,Nice,,,43.7023802,7.2884324,,,OSM
Le Potiron Gourmet,restaurant,Nice,,https://www.lepotirongourmet.com/,43.6804714,7.2298376,,,OSM
Le Prom,restaurant,Nice,+33 4 92 14 68 36,,43.6950388,7.2627421,,,OSM
Le Québec,restaurant,Nice,+33 4 93 87 47 82,https://www.brasserie-quebec-nice.com/,43.6968064,7.2653958,,,OSM
Le Raja,restaurant,Nice,+33 4 93 89 57 36,https://www.leraja-nice.fr/,43.6952957,7.2831195,,,OSM
Le Relax,restaurant,Nice,,,43.7012898,7.2728808,,,OSM
Le Richelieu,restaurant,Nice,+33 4 93 89 43 78,,43.7039065,7.2902226,,,OSM
Le Rocher,restaurant,Nice,+33 4 92 27 94 35,https://le-rocher-moules-frites-nice.fr/,43.6939297,7.2821593,,,OSM
Le Romarin,restaurant,Nice,,,43.69742,7.2758706,,,OSM
Le Rossetti,restaurant,Nice,+33 4 89 74 26 90,,43.697426,7.2763158,,,OSM
Le Rossini,restaurant,Nice,+33 4 93 82 11 41,https://lerossini.fr/fr,43.7010554,7.2563934,,,OSM
Le Royal,bar,23 Promenade des Anglais Nice,+33 4 93 16 43 00,https://www.hotel-leroyal-nice.com/restauration-bar/,43.6949941,7.2618556,,,OSM
Le Ryad Zaman,bar,Nice,,,43.6968467,7.2768237,,,OSM
Le Saëtone,restaurant,Nice,+33 4 93 87 17 95,https://restaurant-le-saetone.eatbu.com,43.7040044,7.2642328,,,OSM
Le Safari,restaurant,Nice,+33 4 93 80 18 44,https://www.restaurantsafari.fr/,43.6956626,7.2762711,,,OSM
Le Saint-Étienne,bar,Nice,,,43.7068054,7.2570972,,,OSM
